fault_id,fault_timestamp,fault_code,fault_description,fault_category,network_type,equipment_type,location,severity,customer_impact,customers_affected,service_calls_generated,resolution_timestamp,resolution_time_hours,first_time_fix,technician_type_required,estimated_revenue_impact,priority_score
F000766,2025-09-06T00:11:48.319730,100.1,Minor packet loss detected,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,28,2,2025-09-06T01:37:51.133341,1.43,False,General,661.7589252917005,0.9361370926743815
F000767,2025-08-23T13:26:54.225463,500.3,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Vejle,Low,Minimal,8,1,2025-08-23T16:32:40.407392,3.1,False,General,175.9737297588295,0.41070671040538465
F000768,2025-09-07T08:19:02.220417,100.1,Configuration drift,Minor,COAX,Casa C100G,Esbjerg South,Low,Minimal,43,1,2025-09-07T10:23:01.810516,2.07,True,General,1242.2922219121033,0.9280777613634711
F000769,2025-08-13T08:20:27.622054,800.3,Multiple customer complaints,Major,COAX,Arris E6000,Aarhus North,Medium,Moderate,388,30,2025-08-13T13:00:00.963796,4.66,True,General,8337.669037185946,0.4979846305633477
F000770,2025-09-12T02:22:31.346534,500.3,Signal level deviation,Minor,FIBER,Huawei MA5800,Copenhagen Central,Low,Minimal,3,4,2025-09-12T03:48:39.980925,1.44,False,General,83.48864667355197,0.2785171111838841
F000771,2025-07-19T14:04:06.995398,150.4,Power supply fluctuation,Major,FIBER,Huawei MA5800,Esbjerg South,Medium,Moderate,465,35,2025-07-19T16:30:10.614251,2.43,True,General,21437.35577209485,0.630736988563714
F000772,2025-08-21T15:49:43.776311,200.2,Signal level deviation,Minor,COAX,Arris E6000,Odense West,Low,Minimal,24,4,2025-08-21T18:14:04.054421,2.41,True,General,2351.9802489714302,0.9323791972615615
F000773,2025-09-17T17:50:56.291232,400.1,Configuration drift,Minor,FIBER,Nokia 7750,Esbjerg South,Low,Minimal,39,5,2025-09-17T18:54:20.310215,1.06,False,General,1496.886931231914,0.9145404902179657
F000774,2025-09-24T18:13:09.654981,300.5,Configuration drift,Minor,COAX,Harmonic CableOS,Odense West,Low,Minimal,31,1,2025-09-24T19:35:48.757502,1.38,False,General,2056.948110928327,0.6035194002393718
F000775,2025-07-10T18:04:55.446381,150.4,High error rate on interface,Major,COAX,Arris E6000,Kolding,Medium,Moderate,225,44,2025-07-11T00:08:56.140926,6.07,False,General,18081.675471890667,0.5370991967587253
F000776,2025-08-11T12:45:39.080494,400.1,Low bandwidth utilization,Minor,FIBER,Huawei MA5800,Horsens,Low,Minimal,50,2,2025-08-11T16:33:18.052670,3.79,False,General,1309.5784473752897,0.9924224008320196
F000777,2025-09-11T10:43:10.547748,400.1,Minor packet loss detected,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,35,0,2025-09-11T14:13:15.313568,3.5,False,General,2316.9500141665926,0.33734138631969013
F000778,2025-07-27T10:15:48.779963,300.5,Low bandwidth utilization,Minor,COAX,Casa C100G,Aalborg East,Low,Minimal,24,5,2025-07-27T11:56:27.603616,1.68,True,General,409.61663799887333,0.19775578211616868
F000779,2025-08-13T23:33:09.912733,300.5,Signal level deviation,Minor,COAX,Arris E6000,Vejle,Low,Minimal,10,2,2025-08-14T03:28:36.779455,3.92,True,General,519.4478648896647,0.28357508823820865
F000780,2025-08-19T17:30:49.803739,100.1,Configuration drift,Minor,COAX,Arris E6000,Aalborg East,Low,Minimal,12,2,2025-08-19T18:16:49.040256,0.77,False,General,669.0213359170257,0.7440043703005694
F000781,2025-09-19T08:16:33.091309,816.1,Aerial cable fault,Cable Fault,COAX,Arris E6000,Kolding,High,Severe,2166,160,2025-09-20T00:33:01.313462,16.27,True,Specialist,110590.51021321284,0.7325259935320984
F000782,2025-09-10T04:16:05.353047,600.1,Multiple customer complaints,Major,COAX,Casa C100G,Odense West,Medium,Moderate,365,49,2025-09-10T15:09:43.436948,10.89,True,General,33291.24511900714,0.7063591620861603
F000783,2025-08-07T22:41:06.778418,150.4,Power supply fluctuation,Major,FIBER,Juniper MX960,Copenhagen Central,Medium,Moderate,499,43,2025-08-08T00:57:57.071149,2.28,False,General,48703.104336741824,0.5747242409779567
F000784,2025-08-22T07:33:29.166491,200.2,Configuration drift,Minor,COAX,Cisco cBR-8,Aarhus North,Low,Minimal,42,5,2025-08-22T10:21:10.538875,2.79,False,General,1981.9315984912066,0.691239951455817
F000785,2025-07-31T17:43:16.407305,900.1,High error rate on interface,Major,COAX,Arris E6000,Aalborg East,Medium,Moderate,286,20,2025-07-31T23:44:05.847912,6.01,False,General,7598.5772287707005,0.5910558665473917
F000786,2025-08-13T22:01:38.234372,900.1,Power supply fluctuation,Major,COAX,Harmonic CableOS,Esbjerg South,Medium,Moderate,344,48,2025-08-14T03:28:47.655707,5.45,True,General,5770.298441833581,0.4113423416154638
F000787,2025-07-05T08:35:15.848233,200.2,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,26,1,2025-07-05T09:54:18.396091,1.32,False,General,2494.8843050076885,0.703744630339688
F000788,2025-08-27T00:10:52.724286,900.1,Multiple customer complaints,Major,FIBER,Huawei MA5800,Esbjerg South,Medium,Moderate,255,34,2025-08-27T03:39:23.265523,3.48,False,General,6398.186266947734,0.6623607269503915
F000789,2025-08-17T10:36:24.208148,300.5,Routine maintenance alert,Minor,COAX,Harmonic CableOS,Roskilde,Low,Minimal,3,1,2025-08-17T12:59:34.816501,2.39,False,General,243.2667229589468,0.6683620925297857
F000790,2025-08-16T01:33:04.980603,400.1,Routine maintenance alert,Minor,COAX,Casa C100G,Kolding,Low,Minimal,36,1,2025-08-16T04:02:32.720890,2.49,False,General,554.795156720015,0.9445087876142131
F000791,2025-09-03T12:36:49.533446,700.2,Power supply fluctuation,Major,FIBER,Nokia 7750,Horsens,Medium,Moderate,120,40,2025-09-03T15:16:02.753299,2.65,False,General,3770.812216712228,0.5352530988416278
F000792,2025-07-31T07:32:38.470147,600.1,Multiple customer complaints,Major,COAX,Arris E6000,Kolding,Medium,Moderate,213,18,2025-07-31T16:40:40.867346,9.13,False,General,12522.635188520779,0.5904463899992609
F000793,2025-07-23T06:40:57.754315,500.3,Configuration drift,Minor,COAX,Arris E6000,Copenhagen Central,Low,Minimal,19,5,2025-07-23T10:06:31.797662,3.43,False,General,1797.5615888489385,0.9193912684318192
F000794,2025-09-22T13:10:15.815388,150.4,High error rate on interface,Major,FIBER,Juniper MX960,Odense West,Medium,Moderate,387,19,2025-09-23T00:45:20.696931,11.58,False,General,11344.883150048097,0.6199673677585806
F000795,2025-09-13T04:40:09.378256,814.2,Coax cable degradation,Cable Fault,COAX,Cisco cBR-8,Kolding,High,Severe,1375,426,2025-09-14T05:05:42.059653,24.43,True,Specialist,41752.86998019396,0.9832647604403129
F000796,2025-09-16T16:03:21.927216,200.2,Low bandwidth utilization,Minor,COAX,Harmonic CableOS,Copenhagen Central,Low,Minimal,12,0,2025-09-16T19:54:21.547288,3.85,False,General,861.4900822130793,0.8914051875116851
F000797,2025-09-21T05:28:54.657425,200.2,Signal level deviation,Minor,FIBER,Cisco ASR9000,Vejle,Low,Minimal,30,3,2025-09-21T08:40:03.132701,3.19,True,General,699.6762362742464,0.701657252346582
F000798,2025-08-25T20:04:07.352830,800.3,High error rate on interface,Major,FIBER,Huawei MA5800,Aarhus North,Medium,Moderate,193,30,2025-08-25T22:05:22.585433,2.02,False,General,3199.877558834004,0.6834516518883909
F000799,2025-09-03T13:28:36.627804,100.1,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Silkeborg,Low,Minimal,42,2,2025-09-03T15:34:16.910189,2.09,True,General,2432.721071708067,0.7606187151207073
F000800,2025-08-02T23:49:18.209369,500.3,Low bandwidth utilization,Minor,COAX,Arris E6000,Kolding,Low,Minimal,34,3,2025-08-03T03:10:41.096264,3.36,False,General,1748.1994665513225,0.18849977545977964
F000801,2025-07-22T19:20:26.164496,816.1,Fiber break in main trunk,Cable Fault,COAX,Harmonic CableOS,Horsens,High,Severe,4100,320,2025-07-23T19:35:47.636075,24.26,True,Specialist,348346.37516229815,0.7969545313386182
F000802,2025-07-08T16:44:17.050887,300.5,Signal level deviation,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,28,1,2025-07-08T19:10:29.534720,2.44,False,General,1944.067442247366,0.7192714219949136
F000803,2025-07-12T04:22:14.310694,200.2,Signal level deviation,Minor,FIBER,Nokia 7750,Odense West,Low,Minimal,30,0,2025-07-12T05:48:59.493431,1.45,True,General,1970.1212670872158,0.42671072293965884
F000804,2025-07-26T10:07:15.089366,816.1,Underground cable damage,Cable Fault,FIBER,Nokia 7750,Kolding,High,Severe,4780,379,2025-07-27T15:39:57.548349,29.55,False,Specialist,375674.02810407744,0.9707781487762577
F000805,2025-08-06T01:11:10.505160,800.3,Multiple customer complaints,Major,COAX,Casa C100G,Vejle,Medium,Moderate,97,19,2025-08-06T05:22:00.108010,4.18,False,General,2415.37596627233,0.5247262183185273
F000806,2025-07-27T09:43:39.863886,400.1,Signal level deviation,Minor,FIBER,Cisco ASR9000,Kolding,Low,Minimal,35,2,2025-07-27T12:20:08.807558,2.61,True,General,3484.4168738147823,0.4568236634083519
F000807,2025-07-17T08:05:17.516377,200.2,Low bandwidth utilization,Minor,COAX,Harmonic CableOS,Vejle,Low,Minimal,14,0,2025-07-17T09:41:50.882621,1.61,True,General,551.3645902529198,0.5737201187497283
F000808,2025-07-07T02:31:27.379061,900.1,Power supply fluctuation,Major,COAX,Cisco cBR-8,Esbjerg South,Medium,Moderate,213,40,2025-07-07T08:41:39.923295,6.17,True,General,11321.822698952237,0.5352733897496877
F000809,2025-07-12T19:08:58.563874,600.1,Multiple customer complaints,Major,FIBER,Nokia 7750,Odense West,Medium,Moderate,493,11,2025-07-13T01:39:59.124832,6.52,True,General,27118.11634612567,0.47636938502138837
F000810,2025-07-11T23:27:43.945222,100.1,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Kolding,Low,Minimal,21,2,2025-07-12T03:13:32.525056,3.76,False,General,1279.556791614516,0.16177378600699702
F000811,2025-08-02T18:49:10.421355,400.1,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Kolding,Low,Minimal,47,4,2025-08-02T20:58:39.350772,2.16,False,General,1145.9773482330854,0.5887983503492682
F000812,2025-07-21T14:38:25.492117,300.5,Configuration drift,Minor,FIBER,Huawei MA5800,Copenhagen Central,Low,Minimal,32,5,2025-07-21T15:29:30.018540,0.85,True,General,1179.7593827639116,0.7586665570894899
F000813,2025-07-24T05:36:20.183876,150.4,Multiple customer complaints,Major,COAX,Harmonic CableOS,Aarhus North,Medium,Moderate,66,27,2025-07-24T10:58:22.462986,5.37,False,General,3169.5256836961703,0.7253663382899734
F000814,2025-09-03T02:19:31.819312,900.1,Power supply fluctuation,Major,FIBER,Juniper MX960,Esbjerg South,Medium,Moderate,224,20,2025-09-03T05:52:27.703821,3.55,False,General,7308.550986213288,0.7107519058634311
F000815,2025-09-14T17:19:25.235716,900.1,Power supply fluctuation,Major,COAX,Cisco cBR-8,Kolding,Medium,Moderate,479,17,2025-09-15T02:52:03.507506,9.54,False,General,14784.008871939843,0.5174393161425778
F000816,2025-07-06T00:11:39.551084,100.1,Routine maintenance alert,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,20,3,2025-07-06T01:46:54.522635,1.59,True,General,1153.2071040766425,0.2901382260177826
F000817,2025-09-26T16:49:59.296291,814.2,Cable cut detected,Cable Fault,COAX,Arris E6000,Horsens,High,Severe,4945,262,2025-09-27T01:55:45.870731,9.1,False,Specialist,215725.2997072283,0.9935525893823409
F000818,2025-07-03T11:35:41.796115,800.3,Power supply fluctuation,Major,FIBER,Huawei MA5800,Vejle,Medium,Moderate,73,16,2025-07-03T17:49:56.004860,6.24,True,General,2116.662829677234,0.6513800609251548
F000819,2025-08-31T05:23:22.431488,400.1,Configuration drift,Minor,FIBER,Juniper MX960,Kolding,Low,Minimal,44,2,2025-08-31T07:06:40.870612,1.72,False,General,1919.2350157745643,0.8389955082341558
F000820,2025-09-21T01:36:51.059687,400.1,Configuration drift,Minor,FIBER,Nokia 7750,Copenhagen Central,Low,Minimal,27,4,2025-09-21T02:53:14.327405,1.27,False,General,2223.4020121598883,0.7454398182600751
F000821,2025-07-16T15:17:49.439930,150.4,High error rate on interface,Major,FIBER,Huawei MA5800,Esbjerg South,Medium,Moderate,250,27,2025-07-16T18:23:14.518311,3.09,False,General,11286.347730389498,0.40256338677907194
F000822,2025-09-23T05:43:07.366772,500.3,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Aalborg East,Low,Minimal,24,4,2025-09-23T07:05:56.091415,1.38,False,General,1943.2903121609,0.4591074804692621
F000823,2025-08-21T22:19:41.438238,500.3,Minor packet loss detected,Minor,FIBER,Huawei MA5800,Aarhus North,Low,Minimal,50,4,2025-08-22T00:05:20.872374,1.76,True,General,2732.357661390685,0.7151390298010478
F000824,2025-08-24T08:27:38.266906,600.1,Power supply fluctuation,Major,FIBER,Huawei MA5800,Copenhagen Central,Medium,Moderate,402,43,2025-08-24T11:28:37.061583,3.02,True,General,35592.748188620004,0.5732892904149477
F000825,2025-08-26T04:21:01.056728,700.2,Temperature threshold exceeded,Major,COAX,Harmonic CableOS,Esbjerg South,Medium,Moderate,159,13,2025-08-26T07:09:53.407240,2.81,False,General,3641.7162595734603,0.6345446425394015
F000826,2025-09-09T17:59:08.265292,700.2,Power supply fluctuation,Major,COAX,Casa C100G,Odense West,Medium,Moderate,217,45,2025-09-10T03:31:34.719179,9.54,False,General,12788.104502020835,0.5511797842388723
F000827,2025-09-04T09:06:34.144819,300.5,Signal level deviation,Minor,FIBER,Cisco ASR9000,Silkeborg,Low,Minimal,2,2,2025-09-04T10:00:59.034551,0.91,False,General,157.60717551788608,0.7296588260996884
F000828,2025-07-22T05:26:00.266380,100.1,Minor packet loss detected,Minor,COAX,Casa C100G,Roskilde,Low,Minimal,46,5,2025-07-22T09:01:50.370550,3.6,True,General,2471.8094118283116,0.9275041054738143
F000829,2025-09-13T04:31:22.487637,300.5,Configuration drift,Minor,FIBER,Nokia 7750,Vejle,Low,Minimal,50,2,2025-09-13T07:45:22.377611,3.23,False,General,4163.809801156995,0.8571810511242625
F000830,2025-08-03T15:20:36.071431,150.4,Multiple customer complaints,Major,FIBER,Juniper MX960,Esbjerg South,Medium,Moderate,160,26,2025-08-04T03:11:02.418102,11.84,True,General,2484.6721221786725,0.7722892359755862
F000831,2025-09-03T02:52:40.181074,700.2,Power supply fluctuation,Major,COAX,Cisco cBR-8,Vejle,Medium,Moderate,262,43,2025-09-03T12:09:53.099294,9.29,True,General,15527.40040577292,0.5779250484088968
F000832,2025-08-16T20:46:55.531482,300.5,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Aarhus North,Low,Minimal,17,5,2025-08-17T00:15:33.770958,3.48,False,General,1072.6787914690449,0.6939465678247427
F000833,2025-09-12T23:43:46.841748,400.1,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Vejle,Low,Minimal,9,4,2025-09-13T00:46:29.702757,1.05,True,General,749.8929376998985,0.6361973783904289
F000834,2025-08-17T01:53:39.881566,400.1,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Silkeborg,Low,Minimal,3,4,2025-08-17T04:27:28.541771,2.56,False,General,189.02834651877924,0.415961769154201
F000835,2025-07-03T06:04:11.783611,300.5,Routine maintenance alert,Minor,FIBER,Nokia 7750,Horsens,Low,Minimal,20,3,2025-07-03T07:12:56.315359,1.15,True,General,1173.488837659485,0.4951649600966187
F000836,2025-09-08T17:24:24.453254,400.1,Low bandwidth utilization,Minor,FIBER,Nokia 7750,Silkeborg,Low,Minimal,24,4,2025-09-08T19:02:41.898100,1.64,False,General,1063.345218250784,0.6713151031176521
F000837,2025-08-14T06:08:32.143909,200.2,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Horsens,Low,Minimal,4,1,2025-08-14T07:21:56.487438,1.22,False,General,274.4806004957986,0.27520932378802004
F000838,2025-08-25T00:04:59.362322,400.1,Low bandwidth utilization,Minor,COAX,Harmonic CableOS,Aarhus North,Low,Minimal,36,3,2025-08-25T00:59:30.864721,0.91,False,General,2853.343259328659,0.47925002222871094
F000839,2025-08-23T12:37:22.546426,400.1,Signal level deviation,Minor,FIBER,Cisco ASR9000,Copenhagen Central,Low,Minimal,18,3,2025-08-23T13:22:32.951632,0.75,False,General,1761.7783865215,0.9278301441975142
F000840,2025-09-21T03:35:25.265806,815.5,Coax cable degradation,Cable Fault,COAX,Arris E6000,Horsens,High,Severe,535,360,2025-09-22T08:20:45.969366,28.76,False,Specialist,8632.219420253974,0.8804622246205938
F000841,2025-07-14T18:24:52.978903,816.1,Aerial cable fault,Cable Fault,FIBER,Juniper MX960,Horsens,High,Severe,2770,113,2025-07-15T06:28:13.788476,12.06,False,Specialist,104962.01297194578,0.9183728852106517
F000842,2025-08-04T21:44:41.291318,300.5,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Horsens,Low,Minimal,14,3,2025-08-05T00:40:28.704619,2.93,False,General,1134.2916270827352,0.18078514735488055
F000843,2025-07-13T20:49:05.726478,400.1,Minor packet loss detected,Minor,FIBER,Juniper MX960,Vejle,Low,Minimal,45,1,2025-07-13T22:36:21.103296,1.79,False,General,3282.0672919894696,0.26381930469909604
F000844,2025-07-08T01:16:16.048427,500.3,Minor packet loss detected,Minor,FIBER,Juniper MX960,Odense West,Low,Minimal,12,5,2025-07-08T02:16:50.173366,1.01,False,General,130.76277119378756,0.42492960443321603
F000845,2025-09-03T11:38:12.688732,100.1,Configuration drift,Minor,FIBER,Juniper MX960,Copenhagen Central,Low,Minimal,7,3,2025-09-03T14:06:19.284305,2.47,True,General,231.35242347045238,0.15838089924409937
F000846,2025-08-16T07:33:36.560000,200.2,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Copenhagen Central,Low,Minimal,47,2,2025-08-16T08:03:52.751768,0.5,True,General,1245.1719584947655,0.7378509173617771
F000847,2025-08-22T22:21:47.274064,100.1,Routine maintenance alert,Minor,FIBER,Juniper MX960,Copenhagen Central,Low,Minimal,50,1,2025-08-22T23:52:14.500325,1.51,False,General,4282.942897568856,0.20620417889148823
F000848,2025-07-09T23:27:20.047743,400.1,Routine maintenance alert,Minor,COAX,Arris E6000,Roskilde,Low,Minimal,45,2,2025-07-10T01:11:47.039983,1.74,True,General,3441.0433374944705,0.15426531639869345
F000849,2025-08-16T09:26:42.634792,700.2,High error rate on interface,Major,FIBER,Cisco ASR9000,Horsens,Medium,Moderate,75,47,2025-08-16T12:38:11.838267,3.19,False,General,4716.15591768464,0.4284027295080282
F000850,2025-09-15T21:56:50.400371,800.3,Power supply fluctuation,Major,COAX,Cisco cBR-8,Copenhagen Central,Medium,Moderate,346,39,2025-09-16T03:03:13.926831,5.11,True,General,12811.040147673328,0.4735635812112729
F000851,2025-08-06T09:39:10.661468,800.3,Multiple customer complaints,Major,FIBER,Huawei MA5800,Copenhagen Central,Medium,Moderate,205,46,2025-08-06T17:39:48.095579,8.01,True,General,17653.447782017258,0.5302444832666063
F000852,2025-07-27T21:15:36.051923,800.3,Multiple customer complaints,Major,COAX,Cisco cBR-8,Horsens,Medium,Moderate,68,17,2025-07-28T01:54:05.735511,4.64,True,General,2054.6910127712463,0.658144922714021
F000853,2025-08-02T19:54:23.376217,900.1,Power supply fluctuation,Major,COAX,Cisco cBR-8,Roskilde,Medium,Moderate,190,50,2025-08-03T05:59:53.949335,10.09,False,General,13231.396520633087,0.5554831384112643
F000854,2025-09-24T00:47:35.386040,700.2,Power supply fluctuation,Major,FIBER,Huawei MA5800,Vejle,Medium,Moderate,427,49,2025-09-24T05:28:04.770560,4.67,False,General,7265.355128761045,0.4884489858867345
F000855,2025-08-14T17:33:27.628256,300.5,Low bandwidth utilization,Minor,FIBER,Cisco ASR9000,Vejle,Low,Minimal,34,0,2025-08-14T19:41:29.587285,2.13,False,General,905.9044797237864,0.2710374005302478
F000856,2025-08-20T02:36:33.850858,100.1,Minor packet loss detected,Minor,FIBER,Nokia 7750,Aarhus North,Low,Minimal,6,2,2025-08-20T03:10:15.380091,0.56,True,General,535.3360986950145,0.5282946456862323
F000857,2025-09-09T06:54:50.010214,500.3,Routine maintenance alert,Minor,COAX,Casa C100G,Kolding,Low,Minimal,29,1,2025-09-09T09:08:13.692249,2.22,False,General,1814.5353442330988,0.2132625843579875
F000858,2025-08-21T11:24:18.619927,200.2,Signal level deviation,Minor,FIBER,Juniper MX960,Roskilde,Low,Minimal,40,1,2025-08-21T14:01:28.147757,2.62,False,General,2825.2878304382575,0.7166206104700561
F000859,2025-07-18T16:18:49.677798,100.1,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Kolding,Low,Minimal,20,3,2025-07-18T17:11:52.708935,0.88,True,General,1402.4644342216038,0.8976275849507986
F000860,2025-07-18T06:16:45.575421,800.3,Temperature threshold exceeded,Major,COAX,Harmonic CableOS,Roskilde,Medium,Moderate,430,27,2025-07-18T17:35:17.213611,11.31,False,General,16277.945836431289,0.4347230314253474
F000861,2025-09-23T07:01:42.628298,200.2,Routine maintenance alert,Minor,COAX,Arris E6000,Aalborg East,Low,Minimal,5,0,2025-09-23T09:26:51.895836,2.42,True,General,471.8393917452238,0.8679518694488607
F000862,2025-09-12T04:10:09.059451,800.3,High error rate on interface,Major,FIBER,Juniper MX960,Silkeborg,Medium,Moderate,64,36,2025-09-12T14:24:34.537824,10.24,False,General,4358.075469409328,0.5129204350507831
F000863,2025-08-20T06:19:34.418787,300.5,Configuration drift,Minor,COAX,Casa C100G,Horsens,Low,Minimal,5,5,2025-08-20T08:47:00.706883,2.46,False,General,337.99128294444233,0.38683826760405304
F000864,2025-08-18T04:26:34.171599,800.3,Power supply fluctuation,Major,FIBER,Nokia 7750,Vejle,Medium,Moderate,61,37,2025-08-18T07:46:44.751773,3.34,False,General,5179.467831855978,0.5357964052230948
F000865,2025-08-15T03:06:11.309203,812.3,Aerial cable fault,Cable Fault,FIBER,Juniper MX960,Aalborg East,High,Severe,3735,210,2025-08-16T07:37:10.548550,28.52,True,Specialist,190005.46418031913,0.8033028932170999
F000866,2025-08-22T13:26:15.125820,700.2,Power supply fluctuation,Major,FIBER,Nokia 7750,Aalborg East,Medium,Moderate,245,19,2025-08-22T21:14:08.552569,7.8,False,General,11692.090028797984,0.6305321080237845
F000867,2025-09-10T11:22:39.396707,700.2,Service degradation detected,Major,FIBER,Huawei MA5800,Silkeborg,Medium,Moderate,402,48,2025-09-10T16:44:50.817116,5.37,False,General,16817.089735768186,0.4931256359511375
F000868,2025-07-25T22:25:23.768191,400.1,Low bandwidth utilization,Minor,COAX,Harmonic CableOS,Esbjerg South,Low,Minimal,47,4,2025-07-25T23:35:15.610197,1.16,True,General,3982.4122105897204,0.7387549568265721
F000869,2025-08-20T05:06:52.491287,150.4,Temperature threshold exceeded,Major,COAX,Harmonic CableOS,Copenhagen Central,Medium,Moderate,434,31,2025-08-20T12:36:30.741972,7.49,False,General,35413.09190701524,0.765885032966084
F000870,2025-09-24T01:39:09.682815,813.1,Aerial cable fault,Cable Fault,FIBER,Juniper MX960,Horsens,High,Severe,2165,434,2025-09-24T22:11:59.884452,20.55,False,Specialist,191304.23177040252,0.7773919377176592
F000871,2025-07-13T02:28:47.977290,500.3,Minor packet loss detected,Minor,COAX,Harmonic CableOS,Roskilde,Low,Minimal,4,2,2025-07-13T04:14:20.736964,1.76,False,General,138.81856123830684,0.6110164799267552
F000872,2025-09-05T10:46:28.245361,200.2,Routine maintenance alert,Minor,COAX,Cisco cBR-8,Odense West,Low,Minimal,40,5,2025-09-05T14:22:04.097148,3.59,False,General,3790.3601488228855,0.5587654682515792
F000873,2025-09-21T17:50:56.262006,812.3,Fiber break in main trunk,Cable Fault,FIBER,Cisco ASR9000,Aarhus North,High,Severe,4669,375,2025-09-22T15:57:05.047774,22.1,False,Specialist,166234.9644582187,0.8190168762615766
F000874,2025-07-19T09:12:52.933296,300.5,Minor packet loss detected,Minor,FIBER,Nokia 7750,Vejle,Low,Minimal,13,4,2025-07-19T12:11:01.753916,2.97,False,General,179.42991308325094,0.8186620871484949
F000875,2025-09-15T05:40:45.292470,600.1,Temperature threshold exceeded,Major,COAX,Cisco cBR-8,Aalborg East,Medium,Moderate,321,41,2025-09-15T08:05:39.857898,2.42,False,General,30639.696560939796,0.5492802156232843
F000876,2025-08-16T03:43:03.596711,400.1,Configuration drift,Minor,FIBER,Cisco ASR9000,Odense West,Low,Minimal,41,5,2025-08-16T07:02:58.731626,3.33,False,General,424.6217926785655,0.9059563284923359
F000877,2025-08-20T21:06:09.402488,700.2,High error rate on interface,Major,FIBER,Huawei MA5800,Roskilde,Medium,Moderate,285,40,2025-08-21T01:11:55.589131,4.1,False,General,17414.37898897075,0.5604686877991699
F000878,2025-08-03T23:11:36.595828,400.1,Signal level deviation,Minor,FIBER,Juniper MX960,Kolding,Low,Minimal,47,1,2025-08-04T00:09:37.504687,0.97,False,General,4521.551209784873,0.16926366063444268
F000879,2025-09-05T00:00:12.075844,100.1,Minor packet loss detected,Minor,FIBER,Nokia 7750,Vejle,Low,Minimal,6,5,2025-09-05T01:38:25.618950,1.64,True,General,63.09326389719342,0.16646377897703446
F000880,2025-09-28T11:01:43.224508,200.2,Configuration drift,Minor,COAX,Arris E6000,Roskilde,Low,Minimal,9,0,2025-09-28T14:22:04.099383,3.34,True,General,668.927680070809,0.8603670410933016
F000881,2025-08-31T04:21:29.767599,150.4,Power supply fluctuation,Major,FIBER,Juniper MX960,Odense West,Medium,Moderate,332,46,2025-08-31T16:11:10.856705,11.83,False,General,29754.22782480569,0.4097988219847397
F000882,2025-08-08T21:56:23.830549,200.2,Minor packet loss detected,Minor,COAX,Arris E6000,Silkeborg,Low,Minimal,13,0,2025-08-09T01:51:29.311792,3.92,True,General,367.84065449591327,0.48796971748259566
F000883,2025-08-31T07:45:18.915978,400.1,Signal level deviation,Minor,COAX,Harmonic CableOS,Odense West,Low,Minimal,31,2,2025-08-31T08:38:14.668449,0.88,True,General,379.53053108209303,0.423894210359437
F000884,2025-07-04T17:21:53.103508,100.1,Low bandwidth utilization,Minor,COAX,Cisco cBR-8,Kolding,Low,Minimal,31,4,2025-07-04T21:13:49.420692,3.87,False,General,2360.833025197501,0.2567544366124778
F000885,2025-08-12T03:32:13.054196,150.4,Power supply fluctuation,Major,COAX,Cisco cBR-8,Silkeborg,Medium,Moderate,77,39,2025-08-12T07:38:42.935851,4.11,False,General,6316.35556745274,0.6321444292024667
F000886,2025-07-12T23:34:33.229470,300.5,Low bandwidth utilization,Minor,FIBER,Juniper MX960,Silkeborg,Low,Minimal,42,0,2025-07-13T03:05:44.652996,3.52,False,General,1039.8076382751246,0.6754711218371572
F000887,2025-07-11T05:16:15.779818,150.4,Temperature threshold exceeded,Major,FIBER,Nokia 7750,Odense West,Medium,Moderate,468,37,2025-07-11T10:59:17.620403,5.72,False,General,6596.595884237671,0.6159397734628629
F000888,2025-09-29T11:47:08.224090,100.1,Signal level deviation,Minor,FIBER,Cisco ASR9000,Kolding,Low,Minimal,27,5,,0.91,False,General,2334.4540996217356,0.34273419565966784
F000889,2025-08-25T10:27:42.508246,300.5,Signal level deviation,Minor,FIBER,Cisco ASR9000,Aarhus North,Low,Minimal,36,4,2025-08-25T12:39:34.559190,2.2,False,General,1328.3950732850492,0.6241616323258332
F000890,2025-08-30T07:28:25.961950,100.1,Routine maintenance alert,Minor,COAX,Casa C100G,Kolding,Low,Minimal,17,0,2025-08-30T10:45:41.529974,3.29,False,General,470.67187470232983,0.13178672309930134
